chr	start	end	geneID	geneSymbol	symbol	NLMeanCnt	NLCountValid	NLadjPval	enrichSig	SigPeakValue	ovSig
chr15	75345834	75348333	NR_046311	NEIL1	promoter_26862	2.22926304796181	7	0	TRUE	4.68849502261354	TRUE
chr15	75901858	75904357	NM_012170	FBXO22	promoter_26885	1.7698927965945	11	0	TRUE	NA	NA
chr15	75901877	75904376	NR_037623	FBXO22	promoter_26886	1.7698927965945	11	0	TRUE	NA	NA
chr15	75901877	75904376	NM_147188	FBXO22	promoter_26887	1.7698927965945	11	0	TRUE	NA	NA
chr15	76310970	76313469	NM_000126	ETFA	promoter_26891	2.31657167190962	6	0	TRUE	NA	NA
chr15	76310970	76313469	NM_001127716	ETFA	promoter_26892	2.31657167190962	6	0	TRUE	NA	NA
chr15	76904841	76907340	NM_001353012	SCAPER	promoter_26895	NA	NA	NA	NA	4.4864340755846	TRUE
chr15	76904841	76907340	NM_001353011	SCAPER	promoter_26896	2.09269247413715	8	0.00654755632446035	TRUE	4.4864340755846	TRUE
chr15	76904841	76907340	NM_020843	SCAPER	promoter_26897	NA	NA	NA	NA	4.4864340755846	TRUE
chr15	76904841	76907340	NM_001353009	SCAPER	promoter_26898	2.09269247413715	8	0.00346708307307933	TRUE	4.4864340755846	TRUE
chr15	76904841	76907340	NM_001353010	SCAPER	promoter_26899	2.09269247413715	8	0.00654755632446035	TRUE	4.4864340755846	TRUE
chr1	65001977	65004476	NR_119383	LINC01359	promoter_2690	2.5825875133209	7	0	TRUE	5.25931425917712	TRUE
chr15	76904841	76907340	NR_148227	SCAPER	promoter_26900	NA	NA	NA	NA	4.4864340755846	TRUE
chr15	77418650	77421149	NM_001304505	HMG20A	promoter_26917	NA	NA	NA	NA	4.58511012665357	TRUE
chr15	77418650	77421149	NM_018200	HMG20A	promoter_26918	NA	NA	NA	NA	4.58511012665357	TRUE
chr15	77418887	77421386	NM_001304504	HMG20A	promoter_26919	NA	NA	NA	NA	4.58511012665357	TRUE
chr1	65145548	65148047	NM_203464	AK4	promoter_2693	2.56071140922104	9	0	TRUE	NA	NA
chr15	77926347	77928846	NR_027024	LOC645752	promoter_26936	1.7081011761616	7	0	TRUE	NA	NA
chr15	77993726	77996225	NR_026998	LOC91450	promoter_26938	2.41927413291111	6	0	TRUE	NA	NA
chr1	65145829	65148328	NM_001005353	AK4	promoter_2694	2.256938729292	7	0	TRUE	NA	NA
chr15	78870780	78873279	NM_001265603	MORF4L1	promoter_26979	2.20410941955846	9	0	TRUE	NA	NA
chr15	78870780	78873279	NM_206839	MORF4L1	promoter_26980	2.20410941955846	9	0	TRUE	NA	NA
chr15	78870889	78873388	NM_006791	MORF4L1	promoter_26981	2.1593163395103	9	0	TRUE	NA	NA
chr15	78870988	78873487	NM_001265605	MORF4L1	promoter_26982	2.1593163395103	9	0	TRUE	NA	NA
chr15	78870988	78873487	NM_001265604	MORF4L1	promoter_26983	2.1593163395103	9	0	TRUE	NA	NA
chr15	79896498	79898997	NR_037654	MTHFS	promoter_26999	1.73824407858656	6	0	TRUE	NA	NA
chr15	79922607	79925106	NM_001199760	ST20-MTHFS	promoter_27001	2.81547537191119	9	0	TRUE	6.0082054731896	TRUE
chr15	79896515	79899014	NM_006441	MTHFS	promoter_27002	1.68888227036886	6	0	TRUE	NA	NA
chr15	79923253	79925752	NR_037653	ST20	promoter_27003	3.20296170665379	12	0	TRUE	6.0082054731896	TRUE
chr15	79923253	79925752	NR_037652	ST20	promoter_27004	3.20296170665379	12	0	TRUE	6.0082054731896	TRUE
chr15	79920770	79923269	NR_028330	ST20-AS1	promoter_27005	2.252417597088	7	0	TRUE	4.57899001829824	TRUE
chr15	80989320	80991819	NR_126328	MESD	promoter_27031	2.27772764692272	7	0	TRUE	4.76707268258348	TRUE
chr15	80989320	80991819	NR_126327	MESD	promoter_27032	2.27772764692272	7	0	TRUE	4.76707268258348	TRUE
chr15	80989320	80991819	NM_015154	MESD	promoter_27033	2.27772764692272	7	0	TRUE	4.76707268258348	TRUE
chr15	80996974	80999473	NR_039739	MIR4514	promoter_27034	2.29732269110118	10	0	TRUE	NA	NA
chr15	80998922	81001421	NM_022566	TLNRD1	promoter_27035	2.79306454621749	9	0	TRUE	NA	NA
chr1	65523650	65526149	NM_001198687	LEPR	promoter_2706	2.13638649122015	9	0	TRUE	NA	NA
chr1	65523688	65526187	NM_001198688	LEPR	promoter_2707	2.06668358205465	9	0	TRUE	NA	NA
chr1	65523688	65526187	NM_001198689	LEPR	promoter_2708	2.06668358205465	9	0	TRUE	NA	NA
chr15	82952221	82954720	NM_199330	HOMER2	promoter_27118	2.98627450715688	11	0	TRUE	5.85183543067314	TRUE
chr15	82952221	82954720	NM_004839	HOMER2	promoter_27119	2.98627450715688	11	0	TRUE	5.85183543067314	TRUE
chr15	83066753	83069252	NM_001011885	BTBD1	promoter_27128	2.84310974474878	12	0	TRUE	NA	NA
chr15	83066753	83069252	NM_025238	BTBD1	promoter_27129	2.84310974474878	12	0	TRUE	NA	NA
chr15	83065334	83067833	NR_039740	MIR4515	promoter_27130	NA	NA	NA	NA	4.94186661011345	TRUE
chr15	83652122	83654621	NM_001301110	ADAMTSL3	promoter_27160	2.27631354522187	10	0	TRUE	NA	NA
chr15	83652122	83654621	NM_207517	ADAMTSL3	promoter_27161	2.27631354522187	10	0	TRUE	NA	NA
chr15	84568648	84571147	NR_038274	LINC00933	promoter_27176	NA	NA	NA	NA	4.1719537236514	TRUE
chr15	84569133	84571632	NR_038273	LINC00933	promoter_27177	NA	NA	NA	NA	4.1719537236514	TRUE
chr15	84599008	84601507	NM_181877	ZSCAN2	promoter_27179	1.76750437230969	6	0	TRUE	NA	NA
chr15	84599008	84601507	NM_017894	ZSCAN2	promoter_27180	1.76750437230969	6	0	TRUE	NA	NA
chr15	84629459	84631958	NR_003654	SCAND2P	promoter_27181	2.40012636542933	9	0	TRUE	5.02187329339425	TRUE
chr15	84629459	84631958	NR_004859	SCAND2P	promoter_27182	2.40012636542933	9	0	TRUE	5.02187329339425	TRUE
chr15	84746591	84749090	NM_014630	ZNF592	promoter_27197	2.88799624447015	6	0	TRUE	4.63790325900173	TRUE
chr15	84815355	84817854	NM_020778	ALPK3	promoter_27198	2.67325971980021	13	0	TRUE	4.95646535595359	TRUE
chr15	85617949	85620448	NM_001270546	AKAP13	promoter_27214	2.82233373690611	9	0	TRUE	NA	NA
chr15	85770079	85772578	NR_031682	MIR1276	promoter_27217	2.18475525388094	6	0	TRUE	NA	NA
chr15	88912880	88915379	NM_005928	MFGE8	promoter_27278	NA	NA	NA	NA	3.78415188702995	TRUE
chr15	88912669	88915168	NM_001310321	MFGE8	promoter_27279	NA	NA	NA	NA	3.78415188702995	TRUE
chr15	88912880	88915379	NM_001310320	MFGE8	promoter_27280	NA	NA	NA	NA	3.78415188702995	TRUE
chr15	88912880	88915379	NM_001310319	MFGE8	promoter_27281	NA	NA	NA	NA	3.78415188702995	TRUE
chr15	88912880	88915379	NM_001114614	MFGE8	promoter_27282	NA	NA	NA	NA	3.78415188702995	TRUE
chr15	89774331	89776830	NM_001039958	MESP2	promoter_27318	2.00807602049025	5	0	TRUE	NA	NA
chr15	89806129	89808628	NM_001381924	ANPEP	promoter_27319	2.18749606336946	6	0	TRUE	5.10009078251654	TRUE
chr15	89814353	89816852	NM_001150	ANPEP	promoter_27320	2.35920437273146	5	0	TRUE	5.30614283729292	TRUE
chr15	89814353	89816852	NM_001381923	ANPEP	promoter_27321	2.35920437273146	5	0	TRUE	5.30614283729292	TRUE
chr15	89999323	90001822	NM_198526	ZNF710	promoter_27330	2.67079064193619	7	0	TRUE	NA	NA
chr15	90004754	90007253	NR_036135	MIR3174	promoter_27331	2.17025145156334	6	0	TRUE	4.25905313316702	TRUE
chr15	90182919	90185418	NM_001324030	SEMA4B	promoter_27337	1.87397202282309	7	0	TRUE	5.05412060703049	TRUE
chr15	90182919	90185418	NM_001324029	SEMA4B	promoter_27338	1.87397202282309	7	0	TRUE	5.05412060703049	TRUE
chr15	90182919	90185418	NM_020210	SEMA4B	promoter_27339	1.87397202282309	7	0	TRUE	5.05412060703049	TRUE
chr15	90189920	90192419	NM_001324031	SEMA4B	promoter_27340	1.68528794413232	7	0	TRUE	NA	NA
chr15	90233442	90235941	NM_006384	CIB1	promoter_27345	1.58028476069856	5	0.00654755632446035	TRUE	NA	NA
chr15	90265260	90267759	NR_102428	CIB1	promoter_27348	2.5672114819092	8	0	TRUE	NA	NA
chr15	90232208	90234707	NM_001322811	GDPGP1	promoter_27349	2.36277198671335	5	0	TRUE	NA	NA
chr15	90232208	90234707	NM_001013657	GDPGP1	promoter_27350	2.36277198671335	5	0	TRUE	NA	NA
chr15	90247531	90250030	NR_104604	TTLL13P	promoter_27351	2.2583925649292	7	0	TRUE	NA	NA
chr15	90866587	90869086	NM_002569	FURIN	promoter_27365	3.60747866003751	19	0	TRUE	NA	NA
chr15	90866587	90869086	NM_001382622	FURIN	promoter_27366	3.60747866003751	19	0	TRUE	NA	NA
chr15	90928179	90930678	NM_001039675	UNC45A	promoter_27384	2.40045673999009	11	0	TRUE	4.14199312949122	TRUE
chr15	92793483	92795982	NR_033769	ASB9P1	promoter_27422	2.38597611729077	11	0	TRUE	NA	NA
chr15	92880842	92883341	NR_037601	CHASERR	promoter_27423	NA	NA	NA	NA	3.92336136433689	TRUE
chr15	92880842	92883341	NR_037600	CHASERR	promoter_27424	NA	NA	NA	NA	3.92336136433689	TRUE
chr15	92881295	92883794	NR_037602	CHASERR	promoter_27425	NA	NA	NA	NA	3.92336136433689	TRUE
chr15	92898323	92900822	NM_001271	CHD2	promoter_27426	2.25604884395122	7	0	TRUE	NA	NA
chr15	92898323	92900822	NM_001042572	CHD2	promoter_27427	2.25604884395122	7	0	TRUE	NA	NA
chr1	66750458	66752957	NM_152665	TCTEX1D1	promoter_2745	2.08220411715365	10	0	TRUE	4.80284351369112	TRUE
chr15	96324045	96326544	NM_001145155	NR2F2	promoter_27470	2.21133840686749	10	0	TRUE	5.51473938465436	TRUE
chr15	98650722	98653221	NR_126453	IRAIN	promoter_27493	1.57142924459182	5	0	TRUE	NA	NA
chr15	100558784	100561283	NR_073405	PRKXP1	promoter_27562	1.82873976873841	6	0	TRUE	NA	NA
chr15	101276986	101279485	NM_203472	SELENOS	promoter_27587	2.68966981342696	12	0	TRUE	5.29351327308677	TRUE
chr15	101276986	101279485	NM_018445	SELENOS	promoter_27588	2.68966981342696	12	0	TRUE	5.29351327308677	TRUE
chr15	101489485	101491984	NM_001291309	PCSK6	promoter_27593	2.82271706272562	13	0	TRUE	NA	NA
chr15	101489485	101491984	NM_138319	PCSK6	promoter_27594	2.82271706272562	13	0	TRUE	NA	NA
chr15	101489208	101491707	NM_002570	PCSK6	promoter_27595	2.69542714051808	10	0	TRUE	NA	NA
chr15	101332436	101334935	NR_132373	PCSK6-AS1	promoter_27597	2.3665784478363	9	0	TRUE	NA	NA
chr15	101489485	101491984	NM_138324	PCSK6	promoter_27598	2.82271706272562	13	0	TRUE	NA	NA
chr15	101489485	101491984	NM_138323	PCSK6	promoter_27599	2.82271706272562	13	0	TRUE	NA	NA
chr15	101489485	101491984	NM_138325	PCSK6	promoter_27600	2.82271706272562	13	0	TRUE	NA	NA
chr15	101489208	101491707	NM_138322	PCSK6	promoter_27601	2.69542714051808	10	0	TRUE	NA	NA
chr15	101613840	101616339	NR_147041	LINC02348	promoter_27602	2.58466321986581	7	0	TRUE	NA	NA
chr15	101651892	101654391	NM_001308026	TM2D3	promoter_27603	2.63008937230229	11	0	TRUE	NA	NA
chr15	101651892	101654391	NM_001307960	TM2D3	promoter_27604	2.63008937230229	11	0	TRUE	NA	NA
chr15	101651892	101654391	NM_025141	TM2D3	promoter_27605	2.63008937230229	11	0	TRUE	NA	NA
chr15	101651882	101654381	NM_078474	TM2D3	promoter_27606	2.63008937230229	11	0	TRUE	NA	NA
chr1	67053649	67056148	NM_015139	SLC35D1	promoter_2761	2.08311308517548	5	0	TRUE	NA	NA
chr15_KI270850v1_alt	121258	123757	NR_120378	LOC102724034	promoter_27731	1.94673823696487	8	0	TRUE	NA	NA
chr1	67429903	67432402	NM_001018068	SERBP1	promoter_2774	2.36927432156632	6	0	TRUE	NA	NA
chr1	67429903	67432402	NM_015640	SERBP1	promoter_2775	2.36927432156632	6	0	TRUE	NA	NA
chr1	67429903	67432402	NM_001018069	SERBP1	promoter_2776	2.36927432156632	6	0	TRUE	NA	NA
chr1	67429903	67432402	NM_001018067	SERBP1	promoter_2777	2.36927432156632	6	0	TRUE	NA	NA
chr1	67832968	67835467	NM_018841	GNG12	promoter_2781	2.69089895848774	13	0	TRUE	5.08811807263094	TRUE
chr1	67830287	67832786	NR_040077	GNG12-AS1	promoter_2782	NA	NA	NA	NA	5.07537927508762	TRUE
chr15_KI270905v1_alt	1011373	1013872	NR_026589	WHAMMP2	promoter_27846	1.75436582186473	7	0.00941700282752121	TRUE	NA	NA
chr15_KI270905v1_alt	2106087	2108586	NM_003257	TJP1	promoter_27864	1.84587019210845	6	0.00346708307307933	TRUE	NA	NA
chr15_KI270905v1_alt	2106087	2108586	NM_001330239	TJP1	promoter_27872	1.84587019210845	6	0.00346708307307933	TRUE	NA	NA
chr15_KI270905v1_alt	3610658	3613157	NM_015995	KLF13	promoter_27928	2.78176812032222	5	0	TRUE	4.41812418052234	TRUE
chr15_KI270905v1_alt	3610658	3613157	NM_001302461	KLF13	promoter_27929	2.78176812032222	5	0	TRUE	4.41812418052234	TRUE
chr15_KI270905v1_alt	4750336	4752835	NR_146104	LOC100288203	promoter_27937	1.63612887774425	8	0	TRUE	NA	NA
chr15_KI270905v1_alt	4750636	4753135	NR_146103	LOC100288203	promoter_27938	1.78667219376083	9	0	TRUE	NA	NA
chr15_KI270905v1_alt	4747823	4750322	NR_036650	WHAMMP1	promoter_27939	1.67760776338681	7	0	TRUE	NA	NA
chr15_KI270905v1_alt	4827723	4830222	NM_001286479	ARHGAP11A	promoter_27945	1.9104613641034	5	0	TRUE	NA	NA
chr1	3855266	3857765	NM_001282669	DFFB	promoter_282	2.35157880475044	7	0	TRUE	NA	NA
chr16	51827	54326	NM_024571	SNRNP25	promoter_28202	2.59824339228667	12	0	TRUE	NA	NA
chr16	138174	140673	NM_001077350	NPRL3	promoter_28207	2.61757968316052	9	0	TRUE	NA	NA
chr16	138199	140698	NM_001039476	NPRL3	promoter_28208	2.61757968316052	9	0	TRUE	NA	NA
chr16	138199	140698	NM_001243248	NPRL3	promoter_28209	2.61757968316052	9	0	TRUE	NA	NA
chr1	70354223	70356722	NM_030816	ANKRD13C	promoter_2821	3.11582556457856	11	0	TRUE	5.6697045200092	TRUE
chr16	138199	140698	NM_001243247	NPRL3	promoter_28210	2.61757968316052	9	0	TRUE	NA	NA
chr16	138199	140698	NM_001243249	NPRL3	promoter_28211	2.61757968316052	9	0	TRUE	NA	NA
chr16	228983	231482	NM_001320226	LUC7L	promoter_28217	1.84110794715104	6	0	TRUE	NA	NA
chr16	228983	231482	NM_001330420	LUC7L	promoter_28218	1.84110794715104	6	0	TRUE	NA	NA
chr16	228950	231449	NM_201412	LUC7L	promoter_28219	1.84926552397183	6	0	TRUE	NA	NA
chr1	70352810	70355309	NR_168347	HHLA3	promoter_2822	NA	NA	NA	NA	5.6697045200092	TRUE
chr16	228950	231449	NM_018032	LUC7L	promoter_28220	1.84926552397183	6	0	TRUE	NA	NA
chr16	275445	277944	NM_003834	RGS11	promoter_28224	2.06676021445297	5	0.00941700282752121	TRUE	NA	NA
chr16	275445	277944	NM_001286485	RGS11	promoter_28225	2.06676021445297	5	0.00346708307307933	TRUE	NA	NA
chr16	275445	277944	NM_001286486	RGS11	promoter_28226	2.06676021445297	5	0	TRUE	NA	NA
chr1	70352810	70355309	NR_168348	HHLA3	promoter_2823	NA	NA	NA	NA	5.6697045200092	TRUE
chr16	381479	383978	NM_021259	PGAP6	promoter_28234	2.81201885564767	9	0	TRUE	NA	NA
chr16	394728	397227	NM_001286436	NME4	promoter_28236	2.32612823264994	6	0	TRUE	4.56161106873208	TRUE
chr16	395191	397690	NM_001286439	NME4	promoter_28237	2.37572455404201	5	0	TRUE	4.56161106873208	TRUE
chr16	395191	397690	NM_001286433	NME4	promoter_28238	2.37572455404201	5	0	TRUE	4.56161106873208	TRUE
chr16	395198	397697	NM_001286438	NME4	promoter_28239	2.37572455404201	5	0	TRUE	4.56161106873208	TRUE
chr1	70352810	70355309	NR_027404	HHLA3	promoter_2824	NA	NA	NA	NA	5.6697045200092	TRUE
chr16	395198	397697	NM_005009	NME4	promoter_28240	2.37572455404201	5	0	TRUE	4.56161106873208	TRUE
chr16	395198	397697	NM_001286435	NME4	promoter_28241	2.37572455404201	5	0	TRUE	4.56161106873208	TRUE
chr16	395741	398240	NM_001286440	NME4	promoter_28242	2.23245099393436	5	0	TRUE	4.56161106873208	TRUE
chr16	399884	402383	NM_020664	DECR2	promoter_28243	2.26658872422037	6	0	TRUE	NA	NA
chr1	70352810	70355309	NR_168351	HHLA3	promoter_2825	NA	NA	NA	NA	5.6697045200092	TRUE
chr16	541276	543775	NR_036137	MIR3176	promoter_28250	2.58743802846527	10	0	TRUE	NA	NA
chr1	70352810	70355309	NR_168352	HHLA3	promoter_2826	NA	NA	NA	NA	5.6697045200092	TRUE
chr1	70352810	70355309	NR_168346	HHLA3	promoter_2827	NA	NA	NA	NA	5.6697045200092	TRUE
chr16	639827	642326	NR_138606	MCRIP2	promoter_28273	2.11289238115227	7	0.00941700282752121	TRUE	4.72083440575953	TRUE
chr16	639827	642326	NR_138605	MCRIP2	promoter_28274	2.11289238115227	7	0.00346708307307933	TRUE	4.72083440575953	TRUE
chr16	639827	642326	NR_138604	MCRIP2	promoter_28275	NA	NA	NA	NA	4.72083440575953	TRUE
chr16	639827	642326	NM_001331229	MCRIP2	promoter_28276	NA	NA	NA	NA	4.72083440575953	TRUE
chr16	639827	642326	NM_001331230	MCRIP2	promoter_28277	NA	NA	NA	NA	4.72083440575953	TRUE
chr16	639827	642326	NR_138607	MCRIP2	promoter_28278	NA	NA	NA	NA	4.72083440575953	TRUE
chr16	639827	642326	NR_138608	MCRIP2	promoter_28279	NA	NA	NA	NA	4.72083440575953	TRUE
chr1	70352810	70355309	NR_168349	HHLA3	promoter_2828	NA	NA	NA	NA	5.6697045200092	TRUE
chr16	639827	642326	NM_138418	MCRIP2	promoter_28280	NA	NA	NA	NA	4.72083440575953	TRUE
chr1	70352810	70355309	NR_168350	HHLA3	promoter_2829	NA	NA	NA	NA	5.6697045200092	TRUE
chr1	3855475	3857974	NM_001320132	DFFB	promoter_283	2.2926420862096	6	0	TRUE	NA	NA
chr1	3855475	3857974	NM_001320136	DFFB	promoter_284	2.2926420862096	6	0	TRUE	NA	NA
chr16	1379153	1381652	NM_001367622	UNKL	promoter_28405	2.62296965022682	12	0	TRUE	4.73019246008319	TRUE
chr16	1414205	1416704	NM_001193388	UNKL	promoter_28406	3.44126113176865	13	0	TRUE	5.84792554054592	TRUE
chr16	1379153	1381652	NM_001193389	UNKL	promoter_28407	2.62296965022682	12	0	TRUE	4.73019246008319	TRUE
chr16	1379153	1381652	NM_001276414	UNKL	promoter_28408	2.62296965022682	12	0	TRUE	4.73019246008319	TRUE
chr16	1379153	1381652	NR_160279	UNKL	promoter_28409	2.62296965022682	12	0	TRUE	4.73019246008319	TRUE
chr16	1379153	1381652	NR_160280	UNKL	promoter_28410	2.62296965022682	12	0	TRUE	4.73019246008319	TRUE
chr16	1414205	1416704	NR_160278	UNKL	promoter_28411	3.44126113176865	13	0	TRUE	5.84792554054592	TRUE
chr16	1379153	1381652	NR_163466	UNKL	promoter_28412	2.62296965022682	12	0	TRUE	4.73019246008319	TRUE
chr16	1414205	1416704	NM_001372107	UNKL	promoter_28413	3.44126113176865	13	0	TRUE	5.84792554054592	TRUE
chr16	1379153	1381652	NM_001370526	UNKL	promoter_28414	2.62296965022682	12	0	TRUE	4.73019246008319	TRUE
chr16	1414205	1416704	NM_001037125	UNKL	promoter_28415	3.44126113176865	13	0	TRUE	5.84792554054592	TRUE
chr16	1420248	1422747	NM_001272051	C16orf91	promoter_28416	2.51098364161478	7	0	TRUE	NA	NA
chr16	1474585	1477084	NM_001114331	CLCN7	promoter_28419	2.71007692985164	10	0	TRUE	NA	NA
chr16	1474529	1477028	NM_001287	CLCN7	promoter_28420	2.71007692985164	10	0	TRUE	NA	NA
chr16	1491359	1493858	NM_001351846	TELO2	promoter_28423	2.34292165559657	6	0	TRUE	NA	NA
chr16	1491359	1493858	NM_016111	TELO2	promoter_28424	2.34292165559657	6	0	TRUE	NA	NA
chr16	1676278	1678777	NM_144570	JPT2	promoter_28430	2.52911881907517	6	0	TRUE	NA	NA
chr16	1782072	1784571	NM_080861	SPSB3	promoter_28439	2.89799314271424	6	0	TRUE	NA	NA
chr16	1794409	1796908	NR_027389	IGFALS	promoter_28446	2.06981692885666	7	0	TRUE	NA	NA
chr16	1871665	1874164	NM_152764	MEIOB	promoter_28456	1.6760401757701	5	0	TRUE	NA	NA
chr16	1871665	1874164	NM_001163560	MEIOB	promoter_28457	1.6760401757701	5	0	TRUE	NA	NA
chr16	1883732	1886231	NR_033914	LINC00254	promoter_28458	1.70278404463343	7	0	TRUE	4.15567177769818	TRUE
chr16	1942700	1945199	NM_001382265	MSRB1	promoter_28461	2.58702802901922	7	0	TRUE	NA	NA
chr16	1942700	1945199	NM_001382264	MSRB1	promoter_28462	2.58702802901922	7	0	TRUE	NA	NA
chr16	1942700	1945199	NM_016332	MSRB1	promoter_28463	2.58702802901922	7	0	TRUE	NA	NA
chr16	1961967	1964466	NR_002327	SNORA10	promoter_28467	3.49209910914802	20	0	TRUE	NA	NA
chr16	1962607	1965106	NR_002326	SNORA64	promoter_28468	3.51142602359474	15	0	TRUE	NA	NA
chr16	1962995	1965494	NR_003142	SNHG9	promoter_28469	3.39002674435663	13	0	TRUE	NA	NA
chr16	1963183	1965682	NR_003020	SNORA78	promoter_28470	3.16151177248784	11	0	TRUE	NA	NA
chr16	1970052	1972551	NM_006453	TBL3	promoter_28473	2.9822458561958	9	0	TRUE	NA	NA
chr16	1987969	1990468	NM_004209	SYNGR3	promoter_28479	2.05289833832468	5	0	TRUE	3.73439619113392	TRUE
chr16	2009322	2011821	NM_178167	ZNF598	promoter_28480	2.53393335205721	9	0	TRUE	5.39736862301072	TRUE
chr1	3855475	3857974	NM_004402	DFFB	promoter_285	2.2926420862096	6	0	TRUE	NA	NA
chr16	2135399	2137898	NM_000296	PKD1	promoter_28501	2.07550993978981	5	0	TRUE	NA	NA
chr16	2131118	2133617	NR_039741	MIR4516	promoter_28507	2.68902012325232	15	0	TRUE	NA	NA
chr16	2135630	2138129	NR_037467	MIR3180-5	promoter_28508	2.16364106342321	6	0	TRUE	NA	NA
chr16	2210569	2213068	NM_182563	BRICD5	promoter_28526	2.49360396185055	5	0	TRUE	NA	NA
chr16	2221487	2223986	NM_001288778	E4F1	promoter_28528	2.94998845012875	10	0	TRUE	5.48667415398657	TRUE
chr16	2221487	2223986	NM_001288776	E4F1	promoter_28529	2.94998845012875	10	0	TRUE	5.48667415398657	TRUE
chr16	2221590	2224089	NM_004424	E4F1	promoter_28530	2.95255682416317	10	0	TRUE	5.48667415398657	TRUE
chr16	2251088	2253587	NM_001919	ECI1	promoter_28533	2.27051496683765	7	0	TRUE	NA	NA
chr16	2251088	2253587	NM_001178029	ECI1	promoter_28534	2.27051496683765	7	0	TRUE	NA	NA
chr16	2443391	2445890	NR_106825	MIR6767	promoter_28549	1.84422828493104	5	0	TRUE	NA	NA
chr16	2511725	2514224	NM_001198569	ATP6V0C	promoter_28556	2.28511127886471	5	0	TRUE	NA	NA
chr16	2511951	2514450	NM_001694	ATP6V0C	promoter_28557	2.39382775996444	5	0	TRUE	NA	NA
chr16	2530909	2533408	NM_001048212	CEMP1	promoter_28561	1.67089259928121	7	0	TRUE	NA	NA
chr16	2531506	2534005	NR_036139	MIR3178	promoter_28562	1.86761695398535	7	0.00346708307307933	TRUE	NA	NA
chr16	2536020	2538519	NM_001261816	PDPK1	promoter_28563	3.25432307527217	12	0	TRUE	NA	NA
chr16	2536020	2538519	NM_002613	PDPK1	promoter_28564	3.25432307527217	12	0	TRUE	NA	NA
chr16	2536020	2538519	NM_031268	PDPK1	promoter_28565	3.25432307527217	12	0	TRUE	NA	NA
chr16	2601383	2603882	NR_015441	LOC652276	promoter_28566	2.08163295815058	5	0	TRUE	NA	NA
chr16	2636981	2639480	NR_024492	FLJ42627	promoter_28567	1.85030877284551	5	0	TRUE	NA	NA
chr16	2680522	2683021	NM_018992	KCTD5	promoter_28569	2.81457002046319	6	0	TRUE	NA	NA
chr16	2719725	2722224	NM_031948	PRSS27	promoter_28570	2.50162029603125	8	0	TRUE	NA	NA
chr16	2719725	2722224	NM_001318395	PRSS27	promoter_28571	2.50162029603125	8	0	TRUE	NA	NA
chr16	2750637	2753136	NM_016333	SRRM2	promoter_28574	3.29821830835535	10	0	TRUE	NA	NA
chr1	3855475	3857974	NR_135152	DFFB	promoter_286	2.2926420862096	6	0	TRUE	NA	NA
chr16	2979947	2982446	NM_001258451	PKMYT1	promoter_28607	2.19803529482459	9	0	TRUE	NA	NA
chr16	2979947	2982446	NM_001258450	PKMYT1	promoter_28608	2.19803529482459	9	0	TRUE	NA	NA
chr16	2979947	2982446	NM_182687	PKMYT1	promoter_28609	2.19803529482459	9	0	TRUE	NA	NA
chr16	2979947	2982446	NM_004203	PKMYT1	promoter_28610	2.19803529482459	9	0	TRUE	NA	NA
chr16	3010922	3013421	NM_020982	CLDN9	promoter_28615	2.53499876356172	9	0	TRUE	NA	NA
chr16	3017684	3020183	NM_021195	CLDN6	promoter_28616	2.03732367629229	7	0	TRUE	NA	NA
chr16	3018367	3020866	NM_016639	TNFRSF12A	promoter_28617	2.03318012129133	7	0	TRUE	NA	NA
chr16	3058871	3061370	NR_123723	MMP25-AS1	promoter_28634	2.31353858853199	7	0	TRUE	NA	NA
chr16	3063402	3065901	NM_001012633	IL32	promoter_28635	2.08997758911828	5	0	TRUE	NA	NA
chr16	3063402	3065901	NM_001012718	IL32	promoter_28636	2.08997758911828	5	0	TRUE	NA	NA
chr16	3063402	3065901	NM_004221	IL32	promoter_28637	2.08997758911828	5	0	TRUE	NA	NA
chr16	3063402	3065901	NM_001012631	IL32	promoter_28638	2.08997758911828	5	0	TRUE	NA	NA
chr16	3063402	3065901	NM_001369593	IL32	promoter_28639	2.08997758911828	5	0	TRUE	NA	NA
